Unnamed: 0,Name,Type,Price,Old Price,Delivery,Discount
1124,Морозильная камера Atlant M-7184-003,Стиральные Машины,169 990 ₸,,сегодня,0%
1125,Морозильная камера ларь Snowcap CF-150,Стиральные Машины,119 990 ₸,,сегодня,0%
1126,Морозильная камера ларь Snowcap CF-150 S,Стиральные Машины,119 990 ₸,,сегодня,0%
1127,Холодильник Samsung RB-37A5491SA,Стиральные Машины,349 990 ₸,,сегодня,0%
1128,Холодильник Samsung RB-38T7762B1,Стиральные Машины,434 990 ₸,469 990 ₸,сегодня,-7%
1129,Холодильник Samsung RB-33A32N0EL,Стиральные Машины,289 990 ₸,,сегодня,0%
1130,Морозильная камера Beko B3RFNK312S,Стиральные Машины,304 990 ₸,,сегодня,0%
1131,Side-by-Side холодильник Samsung RS-64R5331B4,Стиральные Машины,799 990 ₸,849 990 ₸,сегодня,-6%
1132,Морозильная камера ларь Pozis FH-258-1,Стиральные Машины,279 990 ₸,299 990 ₸,сегодня,-7%
1133,Холодильник Beko RCNK310E20VS,Стиральные Машины,239 990 ₸,,сегодня,0%
1134,Холодильник Bosch KGN39UW316,Стиральные Машины,334 990 ₸,419 990 ₸,сегодня,-20%
1135,Холодильник Samsung RB-37A5200WW,Стиральные Машины,324 990 ₸,,сегодня,0%
1136,Морозильная камера Beko B3RFNK312W,Стиральные Машины,294 990 ₸,,сегодня,0%
1137,Морозильная камера ларь Neo NFC-146C,Стиральные Машины,94 990 ₸,114 990 ₸,сегодня,-17%
1138,Морозильная камера Beko B1RFNK312W,Стиральные Машины,279 990 ₸,,сегодня,0%
1139,Холодильник LG GC-B399SMCL,Стиральные Машины,244 990 ₸,,сегодня,0%
1140,Холодильник Indesit ITS-4180W,Стиральные Машины,199 990 ₸,214 990 ₸,сегодня,-7%
1141,Холодильник Beko B3RCNK362HS,Стиральные Машины,254 990 ₸,,сегодня,0%
1142,Морозильная камера ларь Dauscher DCF-420Q,Стиральные Машины,239 990 ₸,,сегодня,0%
1143,Двухкамерный холодильник Indesit DS 4200 W,Стиральные Машины,179 990 ₸,194 990 ₸,сегодня,-8%
1144,Side-by-Side холодильник Samsung RS-61R5041SL,Стиральные Машины,709 990 ₸,754 990 ₸,сегодня,-6%
1145,Холодильник Toshiba GR-RB500WE-PMJ(51),Стиральные Машины,389 990 ₸,,сегодня,0%
1146,Side-by-Side холодильник Samsung RS-61R5001F8,Стиральные Машины,569 990 ₸,729 990 ₸,сегодня,-22%
1147,Холодильник Toshiba GR-RB500WE-PMJ(49),Стиральные Машины,399 990 ₸,,сегодня,0%
1148,Холодильник Hotpoint HT 7201I MX O3,Стиральные Машины,314 990 ₸,,сегодня,0%
1149,Морозильная камера Samsung Bespoke RZ-32T7435AP (Для холодильника серии Bespoke),Стиральные Машины,599 990 ₸,,сегодня,0%
1150,Холодильник Toshiba GR-RB449WE-PMJ(49),Стиральные Машины,349 990 ₸,,сегодня,0%
1151,Холодильник Bosch KGN39UL316,Стиральные Машины,339 990 ₸,424 990 ₸,сегодня,-20%
1152,Двухкамерный холодильник LG GR-H802HMHZ,Стиральные Машины,669 990 ₸,,сегодня,0%
1153,Холодильник LG GC-B257SMZV,Стиральные Машины,699 990 ₸,749 990 ₸,сегодня,-7%
1154,Двухкамерный холодильник Beko RCSK-335M20W,Стиральные Машины,194 990 ₸,,сегодня,0%
1155,Двухкамерный холодильник Indesit DS 4180 W,Стиральные Машины,169 990 ₸,184 990 ₸,сегодня,-8%
1156,Двухкамерный холодильник Bosch KGN49XL30U,Стиральные Машины,639 990 ₸,679 990 ₸,сегодня,-6%
1157,Side-by-Side холодильник Samsung RS-62R50311L,Стиральные Машины,759 990 ₸,809 990 ₸,сегодня,-6%
1158,Однокамерный холодильник Ava ARF-50LN,Стиральные Машины,47 990 ₸,59 990 ₸,сегодня,-20%
1159,Холодильник Midea MDRS791MIE46,Стиральные Машины,559 990 ₸,,сегодня,0%
1160,Холодильник Beko RCNK310E20VW,Стиральные Машины,229 990 ₸,,сегодня,0%
1161,Холодильник Beko B5RCNK403ZXBR,Стиральные Машины,304 990 ₸,,сегодня,0%
1162,Холодильник LG GC-B569PECM,Стиральные Машины,499 990 ₸,,сегодня,0%
1163,Холодильник Gorenje NRM918FUX,Стиральные Машины,649 990 ₸,749 990 ₸,сегодня,-13%
1164,Морозильная камера Atlant M-7204-100,Стиральные Машины,189 990 ₸,,сегодня,0%
1165,Холодильник Toshiba GR-RS780WE-PGJ(22),Стиральные Машины,749 990 ₸,799 990 ₸,сегодня,-6%
1166,Морозильная камера ларь Snowcap CF-400Е,Стиральные Машины,244 990 ₸,269 990 ₸,сегодня,-9%
1167,Холодильник Midea MDRM691MIE46,Стиральные Машины,579 990 ₸,,сегодня,0%
1168,Холодильник Midea MDRM691MIE28,Стиральные Машины,589 990 ₸,,сегодня,0%
1169,Холодильник LG GC-B257JEYV,Стиральные Машины,649 990 ₸,689 990 ₸,сегодня,-6%
1170,Морозильная камера ларь Dauscher DCF-210Q-Retro,Стиральные Машины,139 990 ₸,,сегодня,0%
1171,Холодильник Beko B1RCNK362W,Стиральные Машины,234 990 ₸,,сегодня,0%
1172,Холодильник Beko B5RCNK403ZW,Стиральные Машины,289 990 ₸,,сегодня,0%
1173,Двухкамерный холодильник Beko RCNK-270K20S,Стиральные Машины,214 990 ₸,,сегодня,0%
1174,Холодильник Dauscher DRF-359DFINOX,Стиральные Машины,169 990 ₸,,сегодня,0%
1175,Однокамерный холодильник Ava ARF-101LN,Стиральные Машины,79 990 ₸,84 990 ₸,сегодня,-6%
1176,InstaView Door-in-Door холодильник LG GC-Q22FTBKL,Стиральные Машины,989 990 ₸,,сегодня,0%
1177,Двухкамерный холодильник Samsung RT-62K7000EF,Стиральные Машины,674 990 ₸,,сегодня,0%
1178,Холодильник Gorenje NRK620FAW4,Стиральные Машины,269 990 ₸,324 990 ₸,сегодня,-17%
1179,Морозильная камера Beko RFSK-266T01W,Стиральные Машины,214 990 ₸,,сегодня,0%
1180,Холодильник LG GC-B257JLYV,Стиральные Машины,639 990 ₸,699 990 ₸,сегодня,-9%
1181,Холодильник LG Objet GC-B401FEPM,Стиральные Машины,629 990 ₸,,сегодня,0%
1182,Морозильная камера ларь Snowcap CF-200,Стиральные Машины,134 990 ₸,,сегодня,0%
1183,Морозильная камера ларь Neo NFC-292C,Стиральные Машины,169 990 ₸,209 990 ₸,сегодня,-19%
1184,Холодильник Beko B5RCNK363ZWB,Стиральные Машины,274 990 ₸,,сегодня,0%
1185,Холодильник Beko B1RCNK402S,Стиральные Машины,259 990 ₸,,сегодня,0%
1186,Двухкамерный холодильник Atlant XM-4023,Стиральные Машины,204 990 ₸,,сегодня,0%
1187,Холодильник Beko B1RCNK362S,Стиральные Машины,244 990 ₸,,сегодня,0%
1188,Холодильник Hotpoint HT 8202I M O3,Стиральные Машины,334 990 ₸,,сегодня,0%
1189,Холодильник LG Objet GR-X24FQEKM,Стиральные Машины,1 599 990 ₸,1 799 990 ₸,сегодня,-11%
1190,Холодильник Midea MDRB489FGE02O,Стиральные Машины,254 990 ₸,,сегодня,0%
1191,Холодильник Samsung RF-48A4000M9,Стиральные Машины,689 990 ₸,,сегодня,0%
1192,Морозильная камера LG Objet GC-B404FAQM,Стиральные Машины,639 990 ₸,,сегодня,0%
1193,Двухкамерный холодильник Бирюса-151,Стиральные Машины,135 990 ₸,140 990 ₸,сегодня,-4%
1194,Холодильник Midea MDRS-791MIE28,Стиральные Машины,569 990 ₸,,сегодня,0%
1195,Холодильник Toshiba GR-RF610WE-PGS(22),Стиральные Машины,649 990 ₸,729 990 ₸,сегодня,-11%
1196,Холодильник Ava ARF-630WG,Стиральные Машины,349 990 ₸,399 990 ₸,сегодня,-13%
1197,Морозильная камера Pozis-Свияга-106-2 белый,Стиральные Машины,169 990 ₸,194 990 ₸,сегодня,-13%
1198,Холодильник Midea MDRB489FGE01O,Стиральные Машины,244 990 ₸,,сегодня,0%
1199,Холодильник Samsung RB-36T774FSA,Стиральные Машины,364 990 ₸,394 990 ₸,сегодня,-8%
1200,Холодильник Neo NNF-418S,Стиральные Машины,299 990 ₸,399 990 ₸,сегодня,-25%
1201,Холодильник Midea MDRB521MIE28OD,Стиральные Машины,279 990 ₸,,сегодня,0%
1202,Холодильник Бирюса-880NF,Стиральные Машины,191 990 ₸,,сегодня,0%
1203,Холодильник Hotpoint HT 8202I MX O3,Стиральные Машины,344 990 ₸,,сегодня,0%
1204,Холодильник Бирюса-10,Стиральные Машины,99 990 ₸,,сегодня,0%
1205,Морозильная камера Beko B1RFNK292S,Стиральные Машины,304 990 ₸,,сегодня,0%
1206,Холодильник Bosch KDN56XW31U,Стиральные Машины,549 990 ₸,604 990 ₸,сегодня,-9%
1207,Морозильная камера Ava AF-208W,Стиральные Машины,139 990 ₸,159 990 ₸,сегодня,-13%
1208,Холодильник Midea MDRB470MGF46OM,Стиральные Машины,264 990 ₸,,сегодня,0%
1209,Морозильная камера ларь Midea MDRC405FZF01,Стиральные Машины,179 990 ₸,219 990 ₸,сегодня,-18%
1210,Холодильник Dauscher DRF-359DFWH,Стиральные Машины,169 990 ₸,,сегодня,0%
1211,Холодильник Dauscher DRF-15DBW,Стиральные Машины,149 990 ₸,,сегодня,0%
1212,Морозильная камера ларь Бирюса-285 KX,Стиральные Машины,159 990 ₸,214 990 ₸,сегодня,-26%
1213,Холодильник Snowcap RT-80S,Стиральные Машины,74 990 ₸,,сегодня,0%
1214,Холодильник Snowcap SBS NF 570 I,Стиральные Машины,299 990 ₸,399 990 ₸,сегодня,-25%
1215,Морозильная камера ларь Pozis FH-250 стекл.крышка,Стиральные Машины,266 990 ₸,,сегодня,0%
1216,Морозильная камера ларь Neo NFC-197C,Стиральные Машины,99 990 ₸,129 990 ₸,сегодня,-23%
1217,Морозильная камера ларь Pozis FH-255 стекл.крышка,Стиральные Машины,218 990 ₸,,сегодня,0%
1218,Двухкамерный холодильник Бирюса-M 153,Стиральные Машины,139 990 ₸,,сегодня,0%
1219,Морозильная камера Dauscher DFR-080DDW,Стиральные Машины,109 990 ₸,,сегодня,0%
1220,Винный холодильник Pozis ШВ-52 черный,Стиральные Машины,439 990 ₸,,сегодня,0%
1221,Холодильник Gorenje NRK620FAXL4,Стиральные Машины,279 990 ₸,324 990 ₸,сегодня,-14%
1222,Холодильник Dauscher DRF-489NFBEJ,Стиральные Машины,219 990 ₸,,сегодня,0%
1223,Холодильник Liebherr CNd 5223-20 001,Стиральные Машины,354 990 ₸,494 990 ₸,сегодня,-28%
1224,Холодильник Dauscher DRF-046DFW,Стиральные Машины,54 990 ₸,,сегодня,0%
1225,Декоративная панель Samsung Bespoke RA-R23DAAS9GG Серебристый металл,Стиральные Машины,39 990 ₸,,сегодня,0%
1226,Вакуумный упаковщик AENO AVS-0001,Стиральные Машины,27 290 ₸,,сегодня,0%
1227,Вакуумные пакеты Bosch MSZV-0FB1,Стиральные Машины,9 190 ₸,,сегодня,0%
1228,Декоративная панель Samsung Bespoke RA-R23DAA22GG Черное глянцевое стекло,Стиральные Машины,56 990 ₸,,сегодня,0%
1229,Пакеты ЗИП д/вак. упак. CASO с адаптером VC ZIP Adapter Set,Стиральные Машины,23 990 ₸,,сегодня,0%
1230,Декоративная панель Samsung Bespoke RA-R23DAA48GG Нeбecнo-гoлyбoе матовое стекло,Стиральные Машины,65 990 ₸,,сегодня,0%
1231,Декоративная панель классический синий Samsung Bespoke RA-R23DAA41GG,Стиральные Машины,56 990 ₸,,сегодня,0%
1232,Холодильник Samsung RF-60A91R18A,Стиральные Машины,1 499 990 ₸,1 699 990 ₸,сегодня,-12%
1233,Верхняя панель Samsung Bespoke RA-B23EUTCEGG Бежевый металл,Стиральные Машины,34 990 ₸,,сегодня,0%
1234,Нижняя панель Samsung Bespoke RA-B23EBB12GM Белое глянцевое стекло,Стиральные Машины,35 990 ₸,,сегодня,0%
1235,Нижняя панель Samsung Bespoke RA-B23EBBCEGG Бежевый металл,Стиральные Машины,24 990 ₸,,сегодня,0%
1236,Холодильник Dauscher DRF-489NFWH,Стиральные Машины,209 990 ₸,,сегодня,0%
1237,Холодильник Grand GRSS-518GBNFO,Стиральные Машины,429 990 ₸,,сегодня,0%
1238,Холодильник Dauscher DRF-42FD5916BMW,Стиральные Машины,504 990 ₸,,сегодня,0%
1239,Холодильник Grand GMSS-550BGNFI,Стиральные Машины,499 990 ₸,,сегодня,0%
1240,Холодильник Dauscher DRF-529NFIX-M,Стиральные Машины,349 990 ₸,,сегодня,0%
1241,Холодильник Dauscher DRF-64NF2SS-ICE,Стиральные Машины,549 990 ₸,,сегодня,0%
1242,Холодильник Gorenje NRS918FMX,Стиральные Машины,379 990 ₸,399 990 ₸,сегодня,-5%
1243,Нижняя панель небесно-голубая Samsung Bespoke RA-B23EBB48GG,Стиральные Машины,38 990 ₸,,сегодня,0%
1244,Верхняя панель небесно-голубая Samsung Bespoke RA-B23EUT48GG,Стиральные Машины,51 990 ₸,,сегодня,0%
1245,Холодильник Dauscher DRF-65NF2DBL,Стиральные Машины,409 990 ₸,,Delivery info not found,0%
1246,Холодильник Grand GRFD-445SGNFO,Стиральные Машины,449 990 ₸,,сегодня,0%
1247,Холодильник Toshiba GR-RB449WE-PMJ(51),Стиральные Машины,339 990 ₸,,сегодня,0%
1248,Холодильник для ферментации мяса Dry Ager DX 1000 Premium S,Стиральные Машины,2 499 990 ₸,3 190 990 ₸,сегодня,-22%
1249,Двухкамерный холодильник Atlant XM-4425-049-ND,Стиральные Машины,219 990 ₸,282 990 ₸,сегодня,-22%
1250,Холодильник Liebherr CU 2831 001,Стиральные Машины,269 990 ₸,359 990 ₸,сегодня,-25%
1251,Холодильник Dauscher DRF-589NFBEJ,Стиральные Машины,259 990 ₸,,сегодня,0%
1252,Холодильник для ферментации мяса Dry Ager DX 500 Premium S,Стиральные Машины,1 699 990 ₸,1 999 990 ₸,сегодня,-15%
1253,Двухкамерный холодильник Beko RCSK-379M20W,Стиральные Машины,204 990 ₸,,сегодня,0%
1254,Холодильник KORTING KNFM 91868 X,Стиральные Машины,880 990 ₸,,Delivery info not found,0%
1255,Холодильник KORTING KNFC 72337 X,Стиральные Машины,579 990 ₸,,Delivery info not found,0%
1256,Холодильник Dauscher DRF-589NFWH,Стиральные Машины,239 990 ₸,,сегодня,0%
1257,Встраиваемый холодильник для вина Electrolux KBW5X,Стиральные Машины,930 990 ₸,1 085 990 ₸,сегодня,-14%
1258,Холодильник KORTING KNFF 82535 XN,Стиральные Машины,869 990 ₸,,Delivery info not found,0%
1259,Холодильник Gorenje NRK620FES4,Стиральные Машины,299 990 ₸,360 990 ₸,сегодня,-17%
1260,Винный холодильник Kitfort KT-2403,Стиральные Машины,78 190 ₸,145 990 ₸,сегодня,-46%
1261,Винный холодильник CASO WineComfort 24 black,Стиральные Машины,899 990 ₸,999 990 ₸,сегодня,-10%
1262,Холодильник KORTING KNFC 62370 GB,Стиральные Машины,458 990 ₸,,Delivery info not found,0%
1263,"Пакеты ЗИП д/вак. упак. CASO VC 26*23, 150мкм, 20шт",Стиральные Машины,22 990 ₸,,сегодня,0%
1264,"Пакеты ЗИП д/вак. упак. CASO VACU ZIP 20*23, 150мкм, 20шт",Стиральные Машины,17 990 ₸,,сегодня,0%
1265,"Пакеты ЗИП д/вак. упак. CASO VACU ZIP 26*35, 150мкм, 20шт",Стиральные Машины,25 990 ₸,,сегодня,0%
1266,Лоток для соли Dry Ager DX0075(для DX500PS),Стиральные Машины,29 990 ₸,,сегодня,0%
1267,"Пакеты ЗИП д/вак. упак. CASO VC ZIP 20*23, 150мкм, 20шт",Стиральные Машины,16 990 ₸,,сегодня,0%
1268,Крюк S-образный Dry Ager Z44044,Стиральные Машины,5 990 ₸,,сегодня,0%
1269,Лоток раздвижной в холодильник Мультидом VL80-168,Стиральные Машины,890 ₸,1 290 ₸,сегодня,-31%
1270,Винный холодильник Pozis ШВ-39 вишневый,Стиральные Машины,239 990 ₸,,сегодня,0%
1271,Крюк поворотный Dry Ager Z44055,Стиральные Машины,7 990 ₸,,сегодня,0%
